URL,URLLength,IsDomainIP,HasObfuscation,NoOfSubDomain,IsHTTPS,URLSimilarityIndex,NoOfEqualsInURL,NoOfQMarkInURL,SpacialCharRatioInURL,DomainLength,TLDLegitimateProb,CharContinuationRate,URLCharProb,TLDLength,NoOfiFrame,NoOfPopup,HasHiddenFields,NoOfSelfRedirect,HasExternalFormSubmit,HasSubmitButton,HasPasswordField,HasSocialNet,label
https://www.nirs.org,20,0,0,1,1,65.0,0,0,0.25,12,0.9,0.2105,1.0,3,0,0,0,0,0,0,0,0,1
https://www.omranstudies.org,28,0,0,1,1,60.7143,0,0,0.1786,20,0.9,0.1481,1.0,3,0,0,0,0,0,0,0,0,1
http://www.funny.cannca.shop,28,0,0,2,0,78.5714,0,0,0.2143,21,0.5,0.2222,1.0,4,0,0,0,0,0,0,0,0,0
http://www.ameraiaoexprecs.co.jp.poryptt.cn/,44,0,0,4,0,79.5455,0,0,0.2045,36,0.5,0.1163,1.0,2,0,0,0,0,0,0,0,0,0
https://www.asthmaxcel.net,26,0,0,1,1,73.0769,0,0,0.1923,18,0.85,0.16,1.0,3,0,0,0,0,0,0,0,0,1
https://www.kimchiandbasil.com,30,0,0,1,1,73.3333,0,0,0.1667,22,0.95,0.1379,1.0,3,0,0,0,0,0,0,0,0,1
https://www.geek-pride.co.uk,28,0,0,2,1,60.7143,0,0,0.25,20,0.9,0.1852,1.0,2,0,0,0,0,0,0,0,0,1
http://www.ddns.mobi,20,0,0,1,0,55.0,0,0,0.25,13,0.5,0.2632,1.0,4,0,0,0,0,0,0,0,0,0
http://www.kitcross.ca,22,0,0,1,0,63.6364,0,0,0.2273,15,0.88,0.2381,1.0,2,0,0,0,0,0,0,0,0,0
https://www.observatorioreligion.es,35,0,0,1,1,74.2857,0,0,0.1429,27,0.5,0.1176,1.0,2,0,0,0,0,0,0,0,0,1
https://www.hgtv.ca,19,0,0,1,1,63.1579,0,0,0.2632,11,0.88,0.2222,1.0,2,0,0,0,0,0,0,0,0,1
https://www.openphotographyforums.com,37,0,0,1,1,75.6757,0,0,0.1351,29,0.95,0.1111,1.0,3,0,0,0,0,0,0,0,0,1
https://serviciotecnicodoctorlaptops.com.ec/wp-content/themes/ae/nbd/clients/,77,0,0,1,1,93.5065,0,0,0.1558,35,0.5,0.0263,1.0,2,0,0,0,0,0,0,0,0,0
https://www.corbettoregon.com,29,0,0,1,1,72.4138,0,0,0.1724,21,0.95,0.1786,1.0,3,0,0,0,0,0,0,0,0,1
http://www.p41wwew.blogspot.com,31,0,0,2,0,64.5161,0,0,0.1935,24,0.95,0.1667,1.0,3,0,0,0,0,0,0,0,0,0
https://www.vttortillaco.com,28,0,0,1,1,67.8571,0,0,0.1786,20,0.95,0.2222,1.0,3,0,0,0,0,0,0,0,0,1
https://www.ghnet.it,20,0,0,1,1,65.0,0,0,0.25,12,0.5,0.2105,1.0,2,0,0,0,0,0,0,0,0,1
https://krra-khenlgin.godaddysites.com/,39,0,0,1,1,82.0513,0,0,0.1795,30,0.95,0.1053,1.0,3,0,0,0,0,0,0,0,0,0
https://digital3riiversaccess.icu/clicknow/#wa=wsignin1.0&amp;rpsnv=13&amp;ct=1539585327&amp;rver=7.0.6737.0&amp;wp=mbi_ssl&amp;wreply=https%3a%2f%2foutlook.live.com%2fowa%2f%3fnlp%3d1%26rpscsrfstate%3d715d44a2-2f11-4282-f625-a066679e96e2&amp;id=292841&amp;cbcxt=out&amp;lw=1&amp;fl=dob%2cflname%2cwld&amp;cobrandid=90015&amp;domain=,333,0,1,0,1,98.4985,12,0,0.1892,25,0.5,0.0392,0.9309,3,0,0,0,0,0,0,0,0,0
https://www.promptsmart.com,27,0,0,1,1,85.1852,0,0,0.1852,19,0.95,0.1538,1.0,3,0,0,0,0,0,0,0,0,1
https://billowing-hat-6e8a.yczsjlnuoe9z3bh3946.workers.dev/?bbre=xzodsizx,73,0,0,2,1,82.1918,1,1,0.1507,50,0.5,0.0556,1.0,3,0,0,0,0,0,0,0,0,0
https://www.lussagin.com,24,0,0,1,1,50.0,0,0,0.2083,16,0.95,0.2174,1.0,3,0,0,0,0,0,0,0,0,1
http://web3loginlh.gq/,22,0,0,0,0,50.0,0,0,0.2273,14,0.5,0.0952,1.0,2,0,0,0,0,0,0,0,0,0
https://www.mfyi.com,20,0,0,1,1,55.0,0,0,0.25,12,0.95,0.2105,1.0,3,0,0,0,0,0,0,0,0,1
https://www.business-opportunities.biz,38,0,0,1,1,86.8421,0,0,0.1579,30,0.5,0.1622,1.0,3,0,0,0,0,0,0,0,0,1
https://www.pmjdy.gov.in,24,0,0,2,1,50.0,0,0,0.25,16,0.9,0.1739,1.0,2,0,0,0,0,0,0,0,0,1
https://www.acm-bcb.org,23,0,0,1,1,56.5217,0,0,0.2609,15,0.9,0.1818,1.0,3,0,0,0,0,0,0,0,0,1
https://outlook118.yolasite.com/,32,0,0,1,1,62.5,0,0,0.1875,23,0.95,0.129,1.0,3,0,0,0,0,0,0,0,0,0
https://keen-wild-caraway.glitch.me/accessnfcu.html?entity=4892463,66,0,0,1,1,77.2727,1,1,0.1667,27,0.5,0.0769,1.0,2,0,0,0,0,0,0,0,0,0
http://di.sesat.in/73fny9?1636193b0ab09c,40,0,0,1,0,75.0,0,1,0.175,11,0.9,0.0513,1.0,2,0,0,0,0,0,0,0,0,0
https://www.ekotrimulyono.com,29,0,0,1,1,55.1724,0,0,0.1724,21,0.95,0.1429,1.0,3,0,0,0,0,0,0,0,0,1
http://www.kueronekayacotn-co-jp.kueronekayacotn.iqntug.top/ai/,63,0,0,3,0,92.0635,0,0,0.1746,52,0.3,0.0645,1.0,3,0,0,0,0,0,0,0,0,0
https://www.goteborgdaily.se,28,0,0,1,1,64.2857,0,0,0.1786,20,0.5,0.1481,1.0,2,0,0,0,0,0,0,0,0,1
https://www.asiapacificlacrosse.org,35,0,0,1,1,82.8571,0,0,0.1429,27,0.9,0.1471,1.0,3,0,0,0,0,0,0,0,0,1
https://www.newflyer.com,24,0,0,1,1,50.0,0,0,0.2083,16,0.95,0.1739,1.0,3,0,0,0,0,0,0,0,0,1
https://www.digitalbossladies.com,33,0,0,1,1,75.7576,0,0,0.1515,25,0.95,0.1562,1.0,3,0,0,0,0,0,0,0,0,1
http://esaccesma2.temp.swtest.ru/es/home/particulares,53,0,0,2,0,88.6792,0,0,0.1698,25,0.5,0.0577,1.0,2,0,0,0,0,0,0,0,0,0
http://www.entohops.com,23,0,0,1,0,73.913,0,0,0.2174,16,0.95,0.1818,1.0,3,0,0,0,0,0,0,0,0,0
https://www.ovsd.org,20,0,0,1,1,65.0,0,0,0.25,12,0.9,0.2105,1.0,3,0,0,0,0,0,0,0,0,1
https://www.smithoptics.com,27,0,0,1,1,96.2963,0,0,0.1852,19,0.95,0.1538,1.0,3,0,0,0,0,0,0,0,0,1
https://www.visitcapewrath.com,30,0,0,1,1,80.0,0,0,0.1667,22,0.95,0.1379,1.0,3,0,0,0,0,0,0,0,0,1
https://www.derivery.fr,23,0,0,1,1,60.8696,0,0,0.2174,15,0.5,0.1818,1.0,2,0,0,0,0,0,0,0,0,1
http://inicioseguridad1.webcindario.com/,40,0,0,1,0,75.0,0,0,0.15,32,0.95,0.0513,1.0,3,0,0,0,0,0,0,0,0,0
http://www.sbarenecessities.info,32,0,0,1,0,71.875,0,0,0.1562,25,0.55,0.1613,1.0,4,0,0,0,0,0,0,0,0,0
https://www.shoppegeo.com,25,0,0,1,1,84.0,0,0,0.2,17,0.95,0.2083,1.0,3,0,0,0,0,0,0,0,0,1
https://www.stampingwithloll.com,32,0,0,1,1,84.375,0,0,0.1562,24,0.95,0.1613,1.0,3,0,0,0,0,0,0,0,0,1
https://schwiw-rhioust-khuidy.yolasite.com/,43,0,0,1,1,79.0698,0,0,0.186,34,0.95,0.0476,1.0,3,0,0,0,0,0,0,0,0,0
http://www.saisoaoard.co.jp.phptjx.top/ai/sign.php,50,0,0,4,0,86.0,0,0,0.22,31,0.3,0.0816,1.0,3,0,0,0,0,0,0,0,0,0
https://www.besttrendingnews.com,32,0,0,1,1,65.625,0,0,0.1562,24,0.95,0.1613,1.0,3,0,0,0,0,0,0,0,0,1
https://www.wpleadplus.com,26,0,0,1,1,65.3846,0,0,0.1923,18,0.95,0.16,1.0,3,0,0,0,0,0,0,0,0,1
https://acesso-simpleficado-cliente.com/luiza/?userid=13&amp;uri=fmkkkfm/m,74,0,0,0,1,86.4865,2,1,0.1892,31,0.95,0.0685,0.9865,3,0,0,0,0,0,0,0,0,0
http://bafybeicyk3cahn44vaxcajh7lpj7fku22y46smm5jjygwbw2gw2armkhh4.ipfs.dweb.link/,82,0,0,2,0,89.0244,0,0,0.0854,74,0.5,0.0864,1.0,4,0,0,0,0,0,0,0,0,0
http://www.kuvo.cl,18,0,0,1,0,50.0,0,0,0.2778,11,0.5,0.2353,1.0,2,0,0,0,0,0,0,0,0,0
http://www.waterhousecleaning.co.uk,35,0,0,2,0,77.1429,0,0,0.1714,28,0.9,0.1176,1.0,2,0,0,0,0,0,0,0,0,0
http://www.905tech.com,22,0,0,1,0,63.6364,0,0,0.2273,15,0.95,0.1905,1.0,3,0,0,0,0,0,0,0,0,0
https://www.kontranews.gr,25,0,0,1,1,68.0,0,0,0.2,17,0.5,0.1667,1.0,2,0,0,0,0,0,0,0,0,1
https://www.quickwayimports.com,31,0,0,1,1,74.1935,0,0,0.1613,23,0.95,0.1333,1.0,3,0,0,0,0,0,0,0,0,1
https://ipfs.litnet.work/ipfs/bafybeibl42ktsvapadbw4gsskvweb3bjbcusyi5aa6irr57sbhyki3woha/sharep.html,101,0,0,1,1,89.1089,0,0,0.0891,16,0.5,0.05,1.0,4,0,0,0,0,0,0,0,0,0
https://nord10.firebaseapp.com/,31,0,0,1,1,64.5161,0,0,0.1935,22,0.95,0.1,1.0,3,0,0,0,0,0,0,0,0,0
http://www.httpws024.hemnes.win,31,0,0,2,0,80.6452,0,0,0.1935,24,0.5,0.1667,1.0,3,0,0,0,0,0,0,0,0,0
https://www.tablein.com,23,0,0,1,1,43.4783,0,0,0.2174,15,0.95,0.1818,1.0,3,0,0,0,0,0,0,0,0,1
https://www.acubekraft.com,26,0,0,1,1,53.8462,0,0,0.1923,18,0.95,0.16,1.0,3,0,0,0,0,0,0,0,0,1
https://assiousoutalier.web.app/,32,0,0,1,1,81.25,0,0,0.1875,23,0.5,0.129,1.0,3,0,0,0,0,0,0,0,0,0
https://www.threadandmaple.com,30,0,0,1,1,76.6667,0,0,0.1667,22,0.95,0.1379,1.0,3,0,0,0,0,0,0,0,0,1
https://www.diggerslist.com,27,0,0,1,1,62.963,0,0,0.1852,19,0.95,0.1923,1.0,3,0,0,0,0,0,0,0,0,1
https://www.randima.com,23,0,0,1,1,56.5217,0,0,0.2174,15,0.95,0.1818,1.0,3,0,0,0,0,0,0,0,0,1
https://www.nikkansports.com,28,0,0,1,1,75.0,0,0,0.1786,20,0.95,0.1852,1.0,3,0,0,0,0,0,0,0,0,1
https://www.aptx.com,20,0,0,1,1,60.0,0,0,0.25,12,0.95,0.2105,1.0,3,0,0,0,0,0,0,0,0,1
http://www.j9jnkf7asv.joexpediagroup.com,40,0,0,2,0,57.5,0,0,0.15,33,0.95,0.1026,1.0,3,0,0,0,0,0,0,0,0,0
https://www.stjornartidindi.is,30,0,0,1,1,80.0,0,0,0.1667,22,0.5,0.1379,1.0,2,0,0,0,0,0,0,0,0,1
http://www.seite.com,20,0,0,1,0,60.0,0,0,0.25,13,0.95,0.2105,1.0,3,0,0,0,0,0,0,0,0,0
https://www.mmstadium.com,25,0,0,1,1,64.0,0,0,0.2,17,0.95,0.2083,1.0,3,0,0,0,0,0,0,0,0,1
http://mail.deliverylifesupport.com/public/kypfcx8r60ct7gy73as0qg4vq7fslfrx,75,0,0,1,0,88.0,0,0,0.0933,28,0.95,0.0405,1.0,3,0,0,0,0,0,0,0,0,0
https://www.perfectlift.com.au,30,0,0,2,1,66.6667,0,0,0.2,22,0.88,0.1379,1.0,2,0,0,0,0,0,0,0,0,1
https://creditfrancecasite8.firebaseapp.com/,44,0,0,1,1,81.8182,0,0,0.1364,35,0.95,0.0698,1.0,3,0,0,0,0,0,0,0,0,0
https://www.noecho.net,22,0,0,1,1,81.8182,0,0,0.2273,14,0.85,0.1905,1.0,3,0,0,0,0,0,0,0,0,1
http://www.55qxqx.com,21,0,0,1,0,71.4286,0,0,0.2381,14,0.95,0.25,1.0,3,0,0,0,0,0,0,0,0,0
https://maildinshaakckjnw608.web.app/,37,0,0,1,1,70.2703,0,0,0.1622,28,0.5,0.1111,1.0,3,0,0,0,0,0,0,0,0,0
https://www.fashiontubes.com,28,0,0,1,1,60.7143,0,0,0.1786,20,0.95,0.1481,1.0,3,0,0,0,0,0,0,0,0,1
https://www.jato.com,20,0,0,1,1,60.0,0,0,0.25,12,0.95,0.2105,1.0,3,0,0,0,0,0,0,0,0,1
https://320up.com/dcg/login.php?cmd=login_submit&id=7a128d1ae538fa729c3b2b7171720efd7a128d1ae538fa729c3b2b7171720efd&session=7a128d1ae538fa729c3b2b7171720efd7a128d1ae538fa729c3b2b7171720efd,189,0,0,0,1,98.4127,3,1,0.0741,9,0.95,0.016,1.0,3,0,0,0,0,0,0,0,0,0
https://www.swiftoilchange.in,29,0,0,1,1,68.9655,0,0,0.1724,21,0.9,0.1429,1.0,2,0,0,0,0,0,0,0,0,1
http://www.lahistoriade.com,27,0,0,1,0,66.6667,0,0,0.1852,20,0.95,0.1538,1.0,3,0,0,0,0,0,0,0,0,0
https://cpaneladmin-secondary.z13.web.core.windows.net/,55,0,0,4,1,81.8182,0,0,0.1818,46,0.85,0.037,1.0,3,0,0,0,0,0,0,0,0,0
https://att1-family-uppdate.square.site/,40,0,0,1,1,75.0,0,0,0.2,31,0.35,0.1026,1.0,4,0,0,0,0,0,0,0,0,0
https://vwvwvzonasenguravirtual.com/,36,0,0,0,1,69.4444,0,0,0.1389,27,0.95,0.0571,1.0,3,0,0,0,0,0,0,0,0,0
https://www.drudgereport.com,28,0,0,1,1,75.0,0,0,0.1786,20,0.95,0.1481,1.0,3,0,0,0,0,0,0,0,0,1
https://www.cleverence.ru,25,0,0,1,1,68.0,0,0,0.2,17,0.5,0.1667,1.0,2,0,0,0,0,0,0,0,0,1
https://www.steamworksstudio.com,32,0,0,1,1,65.625,0,0,0.1562,24,0.95,0.1613,1.0,3,0,0,0,0,0,0,0,0,1
http://www.animalcare.today,27,0,0,1,0,51.8519,0,0,0.1852,20,0.5,0.1538,1.0,5,0,0,0,0,0,0,0,0,0
https://www.gbike.io,20,0,0,1,1,55.0,0,0,0.25,12,0.5,0.2105,1.0,2,0,0,0,0,0,0,0,0,1
http://www.booters.ml,21,0,0,1,0,57.1429,0,0,0.2381,14,0.5,0.25,1.0,2,0,0,0,0,0,0,0,0,0
https://caservice.se/de/de/info.html,36,0,0,0,1,72.2222,0,0,0.2222,12,0.5,0.0571,1.0,2,0,0,0,0,0,0,0,0,0
https://tincanmonsters.com,26,0,0,0,1,69.2308,0,0,0.1538,18,0.95,0.08,1.0,3,0,0,0,0,0,0,0,0,0
https://aol-103430.weeblysite.com/,34,0,0,1,1,61.7647,0,0,0.2059,25,0.95,0.0909,1.0,3,0,0,0,0,0,0,0,0,0
https://www.histor.nl,21,0,0,1,1,66.6667,0,0,0.2381,13,0.5,0.2,1.0,2,0,0,0,0,0,0,0,0,1
https://www.odadee.net,22,0,0,1,1,68.1818,0,0,0.2273,14,0.85,0.2381,1.0,3,0,0,0,0,0,0,0,0,1
https://baymedical.com.bd/roundcube2023/,40,0,0,1,1,72.5,0,0,0.175,17,0.5,0.0513,1.0,2,0,0,0,0,0,0,0,0,0
https://www.rajar.co.uk,23,0,0,2,1,60.8696,0,0,0.2609,15,0.9,0.1818,1.0,2,0,0,0,0,0,0,0,0,1
https://www.logcabinrentalsnc.com,33,0,0,1,1,72.7273,0,0,0.1515,25,0.95,0.125,1.0,3,0,0,0,0,0,0,0,0,1
http://www.paknavy.live,23,0,0,1,0,65.2174,0,0,0.2174,16,0.5,0.1818,1.0,4,0,0,0,0,0,0,0,0,0
https://ipfs.litnet.work/ipfs/bafybeiatinc6mhotzs3azd3zt5irdzhv6pshnygkrneqirczfrpcyf3dcq,89,0,0,1,1,92.1348,0,0,0.0787,16,0.5,0.0227,1.0,4,0,0,0,0,0,0,0,0,0
https://www.bloomsandbranches.com,33,0,0,1,1,81.8182,0,0,0.1515,25,0.95,0.1562,1.0,3,0,0,0,0,0,0,0,0,1
https://www.xabber.com,22,0,0,1,1,50.0,0,0,0.2273,14,0.95,0.2381,1.0,3,0,0,0,0,0,0,0,0,1
https://www.artyfactory.com,27,0,0,1,1,77.7778,0,0,0.1852,19,0.95,0.1538,1.0,3,0,0,0,0,0,0,0,0,1
https://www.madagate.org,24,0,0,1,1,62.5,0,0,0.2083,16,0.9,0.1739,1.0,3,0,0,0,0,0,0,0,0,1
https://yahoo-104374.weeblysite.com/,36,0,0,1,1,61.1111,0,0,0.1944,27,0.95,0.1143,1.0,3,0,0,0,0,0,0,0,0,0
https://facebook-business-help-1278637.web.app/,47,0,0,1,1,70.2128,0,0,0.1915,38,0.5,0.1087,1.0,3,0,0,0,0,0,0,0,0,0
http://edhf0c.webwave.dev/,26,0,0,1,0,73.0769,0,0,0.2308,18,0.5,0.08,1.0,3,0,0,0,0,0,0,0,0,0
https://www.limusichalloffame.org,33,0,0,1,1,78.7879,0,0,0.1515,25,0.9,0.1875,1.0,3,0,0,0,0,0,0,0,0,1
https://www.seebastransport.com,31,0,0,1,1,80.6452,0,0,0.1613,23,0.95,0.1667,1.0,3,0,0,0,0,0,0,0,0,1
https://www.knobbe.com,22,0,0,1,1,59.0909,0,0,0.2273,14,0.95,0.2381,1.0,3,0,0,0,0,0,0,0,0,1
https://fb-business-appeal-1070d.firebaseapp.com/,49,0,0,1,1,75.5102,0,0,0.1837,40,0.95,0.1042,1.0,3,0,0,0,0,0,0,0,0,0
https://ipfs.io/ipfs/qmx5jgcf5y2a8fqrqrv2pyxw5444a6xjuk6dlum3vkxapt?filename=index.html,87,0,0,0,1,89.6552,1,1,0.1034,7,0.5,0.0465,1.0,2,0,0,0,0,0,0,0,0,0
https://www.eman8.net,21,0,0,1,1,66.6667,0,0,0.2381,13,0.85,0.2,1.0,3,0,0,0,0,0,0,0,0,1
https://www.creativeyouthnetwork.org.uk,39,0,0,2,1,74.359,0,0,0.1538,31,0.9,0.1053,1.0,2,0,0,0,0,0,0,0,0,1
https://www.westernsydneyairport.gov.au,39,0,0,2,1,82.0513,0,0,0.1538,31,0.88,0.1053,1.0,2,0,0,0,0,0,0,0,0,1
https://www.ricardocuisine.com,30,0,0,1,1,70.0,0,0,0.1667,22,0.95,0.1379,1.0,3,0,0,0,0,0,0,0,0,1
http://fgiz0n3u.square.site/,28,0,0,1,0,57.1429,0,0,0.2143,20,0.35,0.0741,1.0,4,0,0,0,0,0,0,0,0,0
https://www.greatwarforum.org,29,0,0,1,1,72.4138,0,0,0.1724,21,0.9,0.1429,1.0,3,0,0,0,0,0,0,0,0,1
https://www.math.columbia.edu,29,0,0,2,1,65.5172,0,0,0.2069,21,0.98,0.1429,1.0,3,0,0,0,0,0,0,0,0,1
https://www.plantmagicflorist.com,33,0,0,1,1,81.8182,0,0,0.1515,25,0.95,0.125,1.0,3,0,0,0,0,0,0,0,0,1
http://www.weissnatu.cf,23,0,0,1,0,56.5217,0,0,0.2174,16,0.5,0.2273,1.0,2,0,0,0,0,0,0,0,0,0
https://fbmid-j2er4t9.web.app/,30,0,0,1,1,50.0,0,0,0.2333,21,0.5,0.1034,1.0,3,0,0,0,0,0,0,0,0,0
http://www.35084ea6.nat123.cc,29,0,0,2,0,58.6207,0,0,0.2069,22,0.5,0.1786,1.0,2,0,0,0,0,0,0,0,0,0
https://onlinechasebank-f1237.firebaseapp.com/,46,0,0,1,1,78.2609,0,0,0.1522,37,0.95,0.0667,1.0,3,0,0,0,0,0,0,0,0,0
https://www.philopress.com,26,0,0,1,1,73.0769,0,0,0.1923,18,0.95,0.2,1.0,3,0,0,0,0,0,0,0,0,1
https://bafybeihxptow7hycar3aghbxd4xvws4sucyqh2tzgz3wvo7eoj4qkrgahy.ipfs.cf-ipfs.com/,85,0,0,2,1,90.5882,0,0,0.0941,76,0.95,0.0238,1.0,3,0,0,0,0,0,0,0,0,0
https://www.earthcreations.net,30,0,0,1,1,83.3333,0,0,0.1667,22,0.85,0.1379,1.0,3,0,0,0,0,0,0,0,0,1
https://www.endslaverynow.org,29,0,0,1,1,68.9655,0,0,0.1724,21,0.9,0.1429,1.0,3,0,0,0,0,0,0,0,0,1
https://www.tramsa.gr,21,0,0,1,1,76.1905,0,0,0.2381,13,0.5,0.2,1.0,2,0,0,0,0,0,0,0,0,1
https://fleek.ipfs.io/ipfs/qmxdd7rtz4vcsuammh3z7fa1ybkup9ogrwolqvrp4nmks7/?abuse@optusnet.com,93,0,1,1,1,89.2473,0,1,0.1183,13,0.5,0.0543,0.9892,2,0,0,0,0,0,0,0,0,0
https://fb-restriction-appeal-6bafa.firebaseapp.com/,52,0,0,1,1,88.4615,0,0,0.1731,43,0.95,0.0784,1.0,3,0,0,0,0,0,0,0,0,0
http://www.qulckbooksinvolce.com/sima/index2.php,48,0,0,1,0,81.25,0,0,0.1667,25,0.95,0.1064,1.0,3,0,0,0,0,0,0,0,0,0
https://www.gasserchair.com,27,0,0,1,1,74.0741,0,0,0.1852,19,0.95,0.1923,1.0,3,0,0,0,0,0,0,0,0,1
https://www.jusline.at,22,0,0,1,1,54.5455,0,0,0.2273,14,0.5,0.1905,1.0,2,0,0,0,0,0,0,0,0,1
https://online.forms.app/dsfdgf/untitled-form,45,0,0,1,1,86.6667,0,0,0.1778,16,0.5,0.0682,1.0,3,0,0,0,0,0,0,0,0,0
http://www.business360news.com,30,0,0,1,0,60.0,0,0,0.1667,23,0.95,0.1724,1.0,3,0,0,0,0,0,0,0,0,0
https://karenxxxxxxxxxx72.web.app/,34,0,0,1,1,70.5882,0,0,0.1765,25,0.5,0.3636,1.0,3,0,0,0,0,0,0,0,0,0
https://www.roma-alliance.org,29,0,0,1,1,62.069,0,0,0.2069,21,0.9,0.1786,1.0,3,0,0,0,0,0,0,0,0,1
https://www.issoy.fi,20,0,0,1,1,70.0,0,0,0.25,12,0.5,0.2632,1.0,2,0,0,0,0,0,0,0,0,1
https://www.tanksthatgetaround.com,34,0,0,1,1,70.5882,0,0,0.1471,26,0.95,0.1212,1.0,3,0,0,0,0,0,0,0,0,1
https://www.abettergreece.com,29,0,0,1,1,68.9655,0,0,0.1724,21,0.95,0.2143,1.0,3,0,0,0,0,0,0,0,0,1
https://www.massterpenes.com,28,0,0,1,1,75.0,0,0,0.1786,20,0.95,0.1852,1.0,3,0,0,0,0,0,0,0,0,1
https://www.yellowcabonline.com,31,0,0,1,1,70.9677,0,0,0.1613,23,0.95,0.1667,1.0,3,0,0,0,0,0,0,0,0,1
https://www.livingwelllaughoften.com,36,0,0,1,1,75.0,0,0,0.1389,28,0.95,0.1714,1.0,3,0,0,0,0,0,0,0,0,1
https://www.abbeytheatre.ie,27,0,0,1,1,77.7778,0,0,0.1852,19,0.5,0.1923,1.0,2,0,0,0,0,0,0,0,0,1
https://docs.google.com/presentation/d/e/2pacx-1vskegidhyhmpg9ismhevk7djflckcasqh_sm0r_axsdvhbby_-cqgfxze52r5zk9sedjsfpvgspsbwz/pub?start=false&loop=false&delayms=3000,167,0,0,1,1,95.8084,3,1,0.1257,15,0.95,0.0422,1.0,3,0,0,0,0,0,0,0,0,0
https://www.unique-cottages.co.uk,33,0,0,2,1,69.697,0,0,0.2121,25,0.9,0.1562,1.0,2,0,0,0,0,0,0,0,0,1
http://www.desertskyvacationrentals.com,39,0,0,1,0,74.359,0,0,0.1282,32,0.95,0.1053,1.0,3,0,0,0,0,0,0,0,0,0
https://www.tsb-smarthome.com,29,0,0,1,1,72.4138,0,0,0.2069,21,0.95,0.1429,1.0,3,0,0,0,0,0,0,0,0,1
https://circularredmass.tecnoloarmns.repl.co/,45,0,0,2,1,88.8889,0,0,0.1556,36,0.8,0.0909,1.0,2,0,0,0,0,0,0,0,0,0
http://www.magicwandcompany.net,31,0,0,1,0,74.1935,0,0,0.1613,24,0.85,0.1333,1.0,3,0,0,0,0,0,0,0,0,0
http://www.slimscoop.com,24,0,0,1,0,83.3333,0,0,0.2083,17,0.95,0.2174,1.0,3,0,0,0,0,0,0,0,0,0
https://www.ifabric.com,23,0,0,1,1,56.5217,0,0,0.2174,15,0.95,0.1818,1.0,3,0,0,0,0,0,0,0,0,1
https://www.legalfeminist.org.uk,32,0,0,2,1,65.625,0,0,0.1875,24,0.9,0.129,1.0,2,0,0,0,0,0,0,0,0,1
https://www.afmuseum.com,24,0,0,1,1,66.6667,0,0,0.2083,16,0.95,0.1739,1.0,3,0,0,0,0,0,0,0,0,1
https://www.yuccamountain.org,29,0,0,1,1,68.9655,0,0,0.1724,21,0.9,0.1786,1.0,3,0,0,0,0,0,0,0,0,1
https://jaajaaplumbing.com.au/er.html,37,0,0,1,1,72.973,0,0,0.1892,21,0.88,0.1111,1.0,2,0,0,0,0,0,0,0,0,0
http://www.bcfc.xyz,19,0,0,1,0,57.8947,0,0,0.2632,12,0.35,0.2222,1.0,3,0,0,0,0,0,0,0,0,0
https://vinted.55321254.xyz/fmkbph1b/lqdrmr/8,45,0,0,1,1,64.4444,0,0,0.1778,19,0.35,0.0682,1.0,3,0,0,0,0,0,0,0,0,0
https://gateway.ipfs.io/ipfs/bafybeichq6fljtk3qzra7dcolasunjwr6lu5rxt4wik5zbsopgawk5ayui,88,0,0,1,1,92.0455,0,0,0.0795,15,0.5,0.023,1.0,2,0,0,0,0,0,0,0,0,0
http://www.smtp.newsonlinesite.com,34,0,0,2,0,88.2353,0,0,0.1765,27,0.95,0.1212,1.0,3,0,0,0,0,0,0,0,0,0
http://akserakaryakit.com/templates/atomic/icscards.nl,54,0,0,0,0,90.7407,0,0,0.1481,18,0.95,0.0377,1.0,3,0,0,0,0,0,0,0,0,0
https://www.fashionlyra.com,27,0,0,1,1,62.963,0,0,0.1852,19,0.95,0.1538,1.0,3,0,0,0,0,0,0,0,0,1
http://www.reminder.cannca.shop,31,0,0,2,0,80.6452,0,0,0.1935,24,0.5,0.1667,1.0,4,0,0,0,0,0,0,0,0,0
http://www.hostujmy.pl,22,0,0,1,0,63.6364,0,0,0.2273,15,0.5,0.1905,1.0,2,0,0,0,0,0,0,0,0,0
https://www.montrealmirror.com,30,0,0,1,1,66.6667,0,0,0.1667,22,0.95,0.1724,1.0,3,0,0,0,0,0,0,0,0,1
https://www.wcb.ny.gov,22,0,0,2,1,50.0,0,0,0.2727,14,0.99,0.1905,1.0,3,0,0,0,0,0,0,0,0,1
http://www.tinturas-plantas.com,31,0,0,1,0,67.7419,0,0,0.1935,24,0.95,0.1333,1.0,3,0,0,0,0,0,0,0,0,0
https://www.smokingpipes.com,28,0,0,1,1,75.0,0,0,0.1786,20,0.95,0.1481,1.0,3,0,0,0,0,0,0,0,0,1
https://www.1888pressrelease.com,32,0,0,1,1,75.0,0,0,0.1562,24,0.95,0.2258,1.0,3,0,0,0,0,0,0,0,0,1
https://www.alter-magazine.jp,29,0,0,1,1,58.6207,0,0,0.2069,21,0.5,0.1429,1.0,2,0,0,0,0,0,0,0,0,1
https://www.oda-kt.ch,21,0,0,1,1,57.1429,0,0,0.2857,13,0.5,0.2,1.0,2,0,0,0,0,0,0,0,0,1
https://www.newbelgium.com,26,0,0,1,1,53.8462,0,0,0.1923,18,0.95,0.16,1.0,3,0,0,0,0,0,0,0,0,1
