URLLength,IsDomainIP,HasObfuscation,NoOfSubDomain,IsHTTPS,URLSimilarityIndex,NoOfEqualsInURL,NoOfQMarkInURL,SpacialCharRatioInURL,DomainLength,TLDLegitimateProb,CharContinuationRate,URLCharProb,TLDLength,NoOfiFrame,NoOfPopup,HasHiddenFields,NoOfSelfRedirect,HasExternalFormSubmit,HasSubmitButton,HasPasswordField,HasSocialNet
26,0,0,2,1,69.2308,0,0,0.2308,18,0.98,0.16,1.0,3,0,0,0,0,0,0,0,0
40,0,0,1,1,72.5,0,0,0.175,31,0.95,0.0513,1.0,3,0,0,0,0,0,0,0,0
46,0,0,2,1,76.087,0,0,0.1957,37,0.5,0.0444,1.0,3,0,0,0,0,0,0,0,0
20,0,0,1,1,55.0,0,0,0.25,12,0.95,0.2105,1.0,3,0,0,0,0,0,0,0,0
26,0,0,1,1,65.3846,0,0,0.1923,18,0.5,0.16,1.0,2,0,0,0,0,0,0,0,0
29,0,0,1,1,75.8621,0,0,0.1724,21,0.95,0.1429,1.0,3,0,0,0,0,0,0,0,0
27,0,0,1,1,59.2593,0,0,0.1852,19,0.95,0.1538,1.0,3,0,0,0,0,0,0,0,0
24,0,0,1,1,37.5,0,0,0.2083,16,0.95,0.1739,1.0,3,0,0,0,0,0,0,0,0
24,0,0,1,1,70.8333,0,0,0.2083,16,0.95,0.1739,1.0,3,0,0,0,1,0,1,0,1
24,0,0,1,1,58.3333,0,0,0.2083,16,0.95,0.1739,1.0,3,0,0,0,0,0,0,0,0
24,0,0,1,1,50.0,0,0,0.2083,16,0.95,0.2174,1.0,3,0,0,0,0,0,0,0,0
51,0,0,1,1,84.3137,0,0,0.1569,42,0.95,0.08,1.0,3,0,0,0,0,0,0,0,0
32,0,0,0,1,75.0,0,0,0.1875,15,0.95,0.0968,1.0,3,0,0,0,0,0,0,0,0
25,0,0,1,0,60.0,0,0,0.2,18,0.95,0.1667,1.0,3,0,0,0,0,0,0,0,0
43,0,0,1,1,65.1163,0,0,0.1395,34,0.5,0.0714,1.0,2,0,0,0,0,0,0,0,0
41,0,0,1,0,73.1707,0,0,0.1951,33,0.5,0.075,1.0,3,0,0,0,0,0,0,0,0
34,0,0,1,1,79.4118,0,0,0.1471,26,0.95,0.1212,1.0,3,0,0,1,13,0,1,0,1
35,0,0,1,0,82.8571,0,0,0.1429,28,0.85,0.1176,1.0,3,0,0,0,0,0,0,0,0
24,0,0,1,1,58.3333,0,0,0.2083,16,0.95,0.1739,1.0,3,1,0,1,3,1,1,0,1
31,0,0,2,1,70.9677,0,0,0.1935,23,0.9,0.2,1.0,2,0,0,0,1,0,1,0,1
21,0,0,2,1,66.6667,0,0,0.2857,13,0.88,0.2,1.0,2,0,0,0,0,0,0,0,0
22,0,0,1,1,63.6364,0,0,0.2273,14,0.5,0.1905,1.0,2,0,0,0,0,0,0,0,0
27,0,0,1,1,74.0741,0,0,0.1852,19,0.95,0.1538,1.0,3,0,0,0,0,0,0,0,0
26,0,0,1,0,65.3846,0,0,0.2308,18,0.25,0.24,1.0,5,0,0,0,0,0,0,0,0
136,0,0,0,1,89.7059,2,1,0.1544,9,0.5,0.0296,0.9779,2,0,0,0,0,0,0,0,0
25,0,0,1,0,68.0,0,0,0.2,18,0.5,0.1667,1.0,3,0,0,0,0,0,0,0,0
27,0,0,1,0,66.6667,0,0,0.2593,20,0.5,0.1923,1.0,2,0,0,0,0,0,0,0,0
26,0,0,1,1,53.8462,0,0,0.1923,18,0.95,0.16,1.0,3,0,0,0,0,0,1,0,1
65,0,0,0,1,78.4615,0,0,0.0923,10,0.85,0.0625,1.0,3,0,0,0,0,0,0,0,0
30,0,0,1,1,70.0,0,0,0.1667,22,0.95,0.1724,1.0,3,0,0,0,0,0,0,0,0
24,0,0,1,1,62.5,0,0,0.2083,16,0.9,0.1739,1.0,3,0,0,0,0,0,0,0,0
28,0,0,1,1,64.2857,0,0,0.1786,20,0.95,0.1481,1.0,3,0,0,0,0,0,0,0,0
25,0,0,1,1,64.0,0,0,0.2,17,0.95,0.1667,1.0,3,0,0,0,0,0,0,0,0
33,0,0,1,1,75.7576,0,0,0.1515,25,0.95,0.1562,1.0,3,0,0,0,0,0,0,0,0
34,0,0,1,1,70.5882,0,0,0.1471,26,0.95,0.1212,1.0,3,0,0,0,0,0,0,0,0
34,0,0,1,1,50.0,0,0,0.2059,25,0.95,0.0909,1.0,3,0,0,0,0,0,0,0,0
26,0,0,1,1,69.2308,0,0,0.2308,18,0.95,0.16,1.0,3,0,0,0,0,0,0,0,0
29,0,0,3,1,65.5172,0,0,0.2414,21,0.88,0.1429,1.0,2,0,0,0,0,0,0,0,0
28,0,0,2,1,71.4286,0,0,0.2143,20,0.9,0.1481,1.0,2,1,0,1,82,0,1,0,1
57,0,0,1,0,91.2281,0,0,0.1754,23,0.5,0.0536,1.0,2,0,0,0,0,0,0,0,0
35,0,0,1,1,80.0,0,0,0.1429,27,0.95,0.1176,1.0,3,0,0,0,0,0,0,0,0
97,0,0,2,1,92.7835,0,0,0.0825,73,0.5,0.0312,1.0,4,0,0,0,0,0,0,0,0
44,0,0,4,0,81.8182,0,0,0.2045,36,0.5,0.093,1.0,2,0,0,0,0,0,0,0,0
22,0,0,2,0,59.0909,0,0,0.2727,15,0.88,0.1905,1.0,2,0,0,0,0,0,0,0,0
29,0,0,1,1,55.1724,0,0,0.1724,21,0.95,0.1429,1.0,3,0,0,0,0,0,0,0,0
36,0,0,1,1,69.4444,0,0,0.2222,10,0.9,0.0857,1.0,2,0,0,0,0,0,0,0,0
29,0,0,2,1,72.4138,0,0,0.2069,21,0.5,0.1786,1.0,2,0,0,0,0,0,0,0,0
78,0,0,1,1,83.3333,1,1,0.1795,18,0.5,0.039,1.0,2,0,0,0,0,0,0,0,0
36,0,0,0,1,72.2222,0,0,0.2222,12,0.5,0.0571,1.0,2,0,0,0,0,0,0,0,0
19,0,0,1,1,73.6842,0,0,0.2632,11,0.5,0.3333,1.0,2,0,0,0,0,0,0,0,0
25,0,0,1,1,60.0,0,0,0.2,17,0.95,0.1667,1.0,3,0,0,0,0,0,0,0,0
29,0,0,1,0,68.9655,0,0,0.1724,22,0.95,0.1786,1.0,3,0,0,0,0,0,0,0,0
34,0,0,1,0,76.4706,0,0,0.1765,27,0.95,0.1212,1.0,3,0,0,0,0,0,0,0,0
31,0,0,1,1,74.1935,0,0,0.1613,23,0.95,0.1667,1.0,3,0,0,0,0,0,0,0,0
30,0,0,1,1,63.3333,0,0,0.1667,22,0.95,0.1379,1.0,3,0,0,0,0,0,0,0,0
24,0,0,0,1,62.5,0,0,0.2083,15,0.8,0.1739,1.0,2,0,0,0,0,0,0,0,0
32,0,0,2,1,84.375,0,0,0.1875,24,0.9,0.129,1.0,2,0,0,0,0,0,0,0,0
20,0,0,0,1,45.0,0,0,0.25,5,0.5,0.1053,1.0,2,0,0,0,0,0,0,0,0
27,0,0,1,1,66.6667,0,0,0.1852,19,0.95,0.1538,1.0,3,0,0,0,0,0,0,0,0
21,0,0,1,0,61.9048,0,0,0.2381,14,0.5,0.2,1.0,5,0,0,0,0,0,0,0,0
33,0,0,1,1,69.697,0,0,0.1515,25,0.95,0.125,1.0,3,0,0,0,0,0,0,0,0
33,0,0,0,0,63.6364,0,0,0.2121,25,0.95,0.0625,1.0,3,0,0,0,0,0,0,0,0
30,0,0,1,1,73.3333,0,0,0.1667,22,0.95,0.1724,1.0,3,0,0,0,0,0,0,0,0
28,0,0,1,1,71.4286,0,0,0.1786,20,0.95,0.1481,1.0,3,0,0,0,0,0,0,0,0
55,0,0,1,1,87.2727,0,0,0.1091,46,0.95,0.0556,1.0,3,0,0,0,0,0,0,0,0
29,0,0,1,1,72.4138,0,0,0.1724,21,0.95,0.2143,1.0,3,0,0,0,0,0,0,0,0
31,0,0,1,1,77.4194,0,0,0.1613,23,0.95,0.2333,1.0,3,0,0,0,0,0,0,0,0
45,0,0,1,0,82.2222,0,0,0.1778,37,0.35,0.0682,1.0,4,0,0,0,0,0,0,0,0
25,0,0,1,1,72.0,0,0,0.2,17,0.95,0.2083,1.0,3,0,0,0,0,0,0,0,0
31,0,0,1,1,80.6452,0,0,0.1613,23,0.95,0.1667,1.0,3,0,0,0,0,0,0,0,0
35,0,0,1,0,74.2857,0,0,0.1714,21,0.95,0.0588,1.0,3,0,0,0,0,0,0,0,0
17,0,0,1,0,52.9412,0,0,0.2941,10,0.5,0.25,1.0,2,0,0,0,0,0,0,0,0
51,0,0,1,1,74.5098,0,0,0.1765,42,0.95,0.1,1.0,3,0,0,0,0,0,0,0,0
59,0,0,1,0,89.8305,0,0,0.1525,25,0.3,0.0517,1.0,3,0,0,0,0,0,0,0,0
27,0,0,1,1,70.3704,0,0,0.1852,19,0.5,0.1538,1.0,2,0,0,0,0,0,0,0,0
35,0,0,1,1,68.5714,0,0,0.2,26,0.95,0.1471,1.0,3,0,0,0,0,0,0,0,0
33,0,0,2,1,69.697,0,0,0.1818,25,0.5,0.125,1.0,2,0,0,0,0,0,0,0,0
38,0,0,2,0,84.2105,0,0,0.1579,31,0.95,0.1351,1.0,3,0,0,0,0,0,0,0,0
23,0,0,1,0,65.2174,0,0,0.2174,16,0.5,0.1818,1.0,2,0,0,0,0,0,0,0,0
25,0,0,1,0,76.0,0,0,0.2,18,0.95,0.1667,1.0,3,0,1,1,0,1,1,0,1
38,0,0,1,1,73.6842,0,0,0.1579,29,0.95,0.0811,1.0,3,0,0,0,0,0,0,0,0
45,0,0,1,1,80.0,0,0,0.1333,22,0.95,0.1136,1.0,3,0,0,0,0,0,0,0,0
31,0,0,1,1,58.0645,0,0,0.1613,23,0.55,0.1333,1.0,4,0,0,0,24,0,1,0,0
32,0,0,0,1,68.75,0,0,0.1562,18,0.25,0.0645,1.0,5,0,0,0,0,0,0,0,0
32,0,0,2,1,65.625,0,0,0.2188,23,0.8,0.0968,1.0,2,0,0,0,0,0,0,0,0
38,0,0,1,1,81.5789,0,0,0.1316,30,0.5,0.1081,1.0,2,0,0,0,0,0,0,0,0
27,0,0,1,1,74.0741,0,0,0.1852,19,0.95,0.1538,1.0,3,0,0,0,0,0,0,0,1
26,0,0,1,1,76.9231,0,0,0.1923,18,0.5,0.16,1.0,2,0,0,0,0,0,0,0,0
42,0,0,3,0,78.5714,0,0,0.1667,35,0.95,0.0976,1.0,3,0,0,0,0,0,0,0,0
35,0,0,1,1,71.4286,0,0,0.1429,27,0.95,0.1176,1.0,3,0,0,0,0,0,0,0,0
38,0,0,1,1,78.9474,0,0,0.1316,30,0.95,0.1622,1.0,3,0,0,0,0,0,1,0,1
23,0,0,2,0,60.8696,0,0,0.2609,16,0.5,0.1818,1.0,3,0,0,0,0,0,0,0,0
21,0,0,1,1,42.8571,0,0,0.2381,13,0.95,0.2,1.0,3,0,0,0,7,0,1,0,1
41,0,0,2,1,80.4878,0,0,0.1463,33,0.95,0.1,1.0,3,0,0,0,0,0,0,0,0
22,0,0,1,1,59.0909,0,0,0.2273,14,0.9,0.1905,1.0,3,0,0,0,0,0,0,0,0
24,0,0,1,1,66.6667,0,0,0.25,16,0.5,0.1739,1.0,2,0,0,1,169,0,1,0,1
21,0,0,1,1,66.6667,0,0,0.2381,13,0.8,0.25,1.0,2,0,0,0,0,0,0,0,0
26,0,0,2,0,88.4615,0,0,0.2308,19,0.5,0.2,1.0,4,0,0,0,0,0,0,0,0
70,1,0,2,0,82.8571,1,1,0.1429,10,0.5,0.058,1.0,2,0,0,0,0,0,0,0,0
42,0,0,1,1,85.7143,0,0,0.119,34,0.95,0.0976,1.0,3,0,0,0,0,0,0,0,0
28,0,0,2,1,71.4286,0,0,0.2143,20,0.9,0.1852,1.0,2,0,0,0,0,0,0,0,0
42,0,0,1,1,80.9524,0,0,0.1905,33,0.95,0.122,1.0,3,0,0,0,0,0,0,0,0
33,0,0,1,1,66.6667,0,0,0.1515,25,0.95,0.125,1.0,3,0,0,0,0,0,0,0,1
33,0,0,3,1,75.7576,0,0,0.2424,25,0.5,0.1875,1.0,2,1,1,0,0,0,0,0,0
33,0,0,1,1,63.6364,0,0,0.1515,25,0.95,0.1562,1.0,3,0,0,0,0,0,0,0,0
28,0,0,1,0,67.8571,0,0,0.1786,21,0.9,0.1481,1.0,3,0,0,0,0,0,0,0,0
23,0,0,1,1,56.5217,0,0,0.2174,15,0.9,0.1818,1.0,3,0,0,0,0,0,0,0,0
75,0,0,1,0,85.3333,0,0,0.0933,28,0.95,0.0541,1.0,3,0,0,0,0,0,0,0,0
31,0,0,1,1,67.7419,0,0,0.1613,23,0.88,0.2,1.0,2,0,0,0,0,0,0,0,0
27,0,0,1,1,81.4815,0,0,0.1852,19,0.5,0.1538,1.0,2,0,0,0,0,0,0,0,0
36,0,0,1,1,77.7778,0,0,0.1667,27,0.95,0.1143,1.0,3,0,0,0,0,0,0,0,0
27,0,0,1,0,70.3704,0,0,0.2593,20,0.85,0.1923,1.0,3,0,0,0,0,0,0,0,0
32,0,0,1,0,78.125,0,0,0.1562,25,0.95,0.1613,1.0,3,0,0,0,0,0,0,0,0
46,0,0,3,0,91.3043,0,0,0.2174,38,0.5,0.0889,1.0,2,0,0,0,0,0,0,0,0
31,0,0,2,0,74.1935,0,0,0.1935,24,0.95,0.1333,1.0,3,0,0,0,0,0,0,0,0
25,0,0,1,1,68.0,0,0,0.2,17,0.95,0.1667,1.0,3,0,0,0,0,0,0,0,0
24,0,0,1,1,62.5,0,0,0.2083,16,0.95,0.1739,1.0,3,0,0,1,75,0,1,0,1
28,0,0,2,1,67.8571,0,0,0.2143,20,0.5,0.2593,1.0,3,0,0,0,0,0,0,0,0
28,0,0,1,1,71.4286,0,0,0.1786,20,0.95,0.1481,1.0,3,1,0,0,0,0,0,0,0
27,0,0,1,1,77.7778,0,0,0.1852,19,0.5,0.1538,1.0,2,0,0,0,1,0,1,0,1
39,0,0,2,0,84.6154,0,0,0.2051,32,0.5,0.1316,1.0,2,0,0,0,0,0,0,0,0
25,0,0,1,1,68.0,0,0,0.2,17,0.55,0.1667,1.0,4,0,0,0,0,0,0,0,0
24,0,0,1,1,62.5,0,0,0.2083,16,0.95,0.2174,1.0,3,1,0,1,11,0,1,0,1
26,0,0,1,1,65.3846,0,0,0.2308,17,0.5,0.08,1.0,2,0,0,0,0,0,0,0,0
36,0,0,1,1,80.5556,0,0,0.2222,23,0.5,0.0857,1.0,2,0,0,0,0,0,0,0,0
29,0,0,1,1,58.6207,0,0,0.2069,20,0.35,0.0714,1.0,4,0,0,0,0,0,0,0,0
34,0,0,1,1,50.0,0,0,0.2059,25,0.95,0.1515,1.0,3,0,0,0,0,0,0,0,0
50,0,0,4,1,72.0,0,0,0.18,41,0.85,0.0816,1.0,3,0,0,0,0,0,0,0,0
29,0,0,1,1,65.5172,0,0,0.1724,21,0.95,0.2143,1.0,3,0,0,1,0,1,0,0,1
25,0,0,1,1,56.0,0,0,0.24,17,0.3,0.1667,1.0,3,0,0,0,0,0,0,0,0
74,0,0,0,1,86.4865,2,1,0.1892,31,0.95,0.0685,0.9865,3,0,0,0,0,0,0,0,0
101,0,0,0,1,94.0594,1,1,0.099,19,0.95,0.05,1.0,3,0,0,0,0,0,0,0,0
20,0,0,1,1,65.0,0,0,0.25,12,0.98,0.2632,1.0,3,2,0,0,20,0,1,0,1
37,0,0,1,1,64.8649,0,0,0.1351,29,0.95,0.1389,1.0,3,0,0,0,0,0,0,0,0
23,0,0,1,1,73.913,0,0,0.3043,14,0.5,0.1818,1.0,3,0,0,0,0,0,0,0,0
24,0,0,1,1,66.6667,0,0,0.2083,16,0.95,0.1739,1.0,3,0,0,0,66,0,1,0,1
28,0,0,2,1,53.5714,0,0,0.2143,20,0.9,0.1481,1.0,2,0,0,0,0,0,0,0,0
40,0,0,1,1,77.5,0,0,0.125,32,0.95,0.1282,1.0,3,0,0,0,0,0,0,0,0
33,0,0,1,1,69.697,0,0,0.1515,25,0.95,0.1562,1.0,3,0,0,1,163,0,1,0,1
44,0,0,1,1,84.0909,0,0,0.1818,35,0.8,0.0698,1.0,2,0,0,0,0,0,0,0,0
34,0,0,1,1,55.8824,0,0,0.2059,25,0.35,0.0909,1.0,4,0,0,0,0,0,0,0,0
22,0,0,0,1,40.9091,0,0,0.1818,14,0.95,0.0952,1.0,3,0,0,0,0,0,0,0,0
35,0,0,1,1,74.2857,0,0,0.1429,27,0.95,0.1471,1.0,3,0,0,0,0,0,0,0,0
30,0,0,1,1,76.6667,0,0,0.1667,22,0.95,0.1379,1.0,3,0,0,0,0,0,0,0,0
25,0,0,1,1,52.0,0,0,0.2,17,0.95,0.1667,1.0,3,0,0,1,99,1,1,0,0
33,0,0,1,1,81.8182,0,0,0.1515,25,0.95,0.125,1.0,3,0,0,0,0,0,0,0,0
23,0,0,1,1,65.2174,0,0,0.2609,15,0.9,0.1818,1.0,3,0,0,0,0,0,0,0,0
25,0,0,2,0,68.0,0,0,0.24,18,0.95,0.2083,1.0,3,0,0,0,0,0,0,0,0
24,0,0,1,1,54.1667,0,0,0.2083,16,0.95,0.1739,1.0,3,0,0,0,0,0,0,0,0
22,0,0,1,0,68.1818,0,0,0.2273,15,0.85,0.2381,1.0,3,0,0,0,0,0,0,0,0
63,0,0,1,1,82.5397,0,0,0.0952,54,0.95,0.0484,1.0,3,0,0,0,0,0,0,0,0
26,0,0,1,0,61.5385,0,0,0.1923,19,0.95,0.16,1.0,3,0,0,0,0,0,0,0,0
33,0,0,1,1,84.8485,0,0,0.1515,25,0.85,0.125,1.0,3,0,0,0,0,0,0,0,0
67,0,0,2,1,85.0746,0,0,0.209,37,0.5,0.1061,1.0,4,0,0,0,0,0,0,0,0
56,0,0,1,1,89.2857,0,0,0.1607,23,0.9,0.0545,1.0,2,0,0,0,0,0,0,0,0
34,0,0,2,1,79.4118,0,0,0.1765,26,0.5,0.1515,1.0,2,0,0,0,0,0,0,0,0
28,0,0,2,1,60.7143,0,0,0.2143,20,0.9,0.1481,1.0,2,0,0,0,0,0,0,0,0
27,0,0,0,1,70.3704,0,0,0.1481,19,0.5,0.1154,1.0,4,0,0,0,0,0,0,0,0
59,0,0,1,1,74.5763,0,0,0.1525,42,0.95,0.0517,1.0,3,0,0,0,0,0,0,0,0
32,0,0,2,1,62.5,0,0,0.1875,24,0.9,0.129,1.0,2,0,0,0,0,0,0,0,0
47,0,0,1,1,93.617,0,0,0.1702,38,0.8,0.0652,1.0,2,0,0,0,0,0,0,0,0
29,0,0,1,1,75.8621,0,0,0.1724,21,0.55,0.1429,1.0,4,0,0,0,0,0,0,0,0
27,0,0,1,1,66.6667,0,0,0.1852,19,0.9,0.1538,1.0,3,0,0,0,0,0,0,0,0
26,0,0,1,0,69.2308,0,0,0.1923,19,0.95,0.2,1.0,3,1,0,1,0,1,1,0,1
24,0,0,1,1,79.1667,0,0,0.2083,16,0.5,0.2174,1.0,2,0,0,0,0,0,0,0,0
38,0,0,2,0,84.2105,0,0,0.1842,30,0.5,0.0541,1.0,2,0,0,0,0,0,0,0,0
48,0,0,2,0,85.4167,0,0,0.1667,41,0.5,0.2553,1.0,2,0,0,0,0,0,0,0,0
22,0,0,1,1,40.9091,0,0,0.2727,14,0.9,0.1905,1.0,3,0,0,0,0,0,0,0,0
22,0,0,1,1,50.0,0,0,0.2273,14,0.9,0.1905,1.0,3,0,0,0,0,0,0,0,0
24,0,0,2,1,58.3333,0,0,0.25,16,0.98,0.1739,1.0,3,0,0,0,0,0,0,0,0
22,0,0,2,1,63.6364,0,0,0.2727,14,0.5,0.2381,1.0,2,0,0,0,0,0,0,0,0
33,0,0,1,1,72.7273,0,0,0.1515,25,0.95,0.125,1.0,3,0,0,0,0,0,0,0,0
23,0,0,1,1,69.5652,0,0,0.2174,15,0.5,0.2273,1.0,2,0,0,0,0,0,1,0,1
24,0,0,1,1,62.5,0,0,0.2083,16,0.5,0.1739,1.0,2,0,0,0,0,0,0,0,0
28,0,0,1,1,60.7143,0,0,0.1786,20,0.95,0.1481,1.0,3,1,0,0,0,0,0,0,1
33,0,0,3,1,72.7273,0,0,0.2121,25,0.88,0.1562,1.0,2,0,0,0,0,0,0,0,0
25,0,0,1,1,72.0,0,0,0.2,17,0.95,0.2083,1.0,3,0,0,0,0,0,0,0,0
43,0,0,1,1,79.0698,0,0,0.1628,34,0.5,0.119,1.0,4,0,0,0,0,0,0,0,0
25,0,0,1,1,56.0,0,0,0.2,17,0.95,0.2083,1.0,3,0,0,0,0,0,0,0,0
28,0,0,1,1,57.1429,0,0,0.25,19,0.5,0.1852,1.0,3,0,0,0,0,0,0,0,0
34,0,0,1,0,79.4118,0,0,0.1471,27,0.95,0.1212,1.0,3,0,0,0,0,0,0,0,0
27,0,0,1,1,59.2593,0,0,0.1852,19,0.9,0.1538,1.0,3,0,0,0,9,0,0,0,0
25,0,0,1,1,88.0,0,0,0.2,17,0.95,0.1667,1.0,3,0,0,0,0,0,0,0,0
99,0,0,1,1,94.9495,0,0,0.1212,15,0.95,0.051,1.0,3,0,0,0,0,0,0,0,0
24,0,0,1,1,58.3333,0,0,0.2083,16,0.5,0.1739,1.0,2,0,0,0,0,0,0,0,0
38,0,0,3,1,84.2105,0,0,0.2105,30,0.3,0.1081,1.0,3,0,0,0,0,0,0,0,0
26,0,0,1,0,61.5385,0,0,0.1923,19,0.5,0.16,1.0,2,0,0,0,0,0,0,0,0
35,0,0,1,1,80.0,0,0,0.1429,27,0.95,0.1471,1.0,3,0,0,0,0,0,0,0,0
20,0,0,1,1,65.0,0,0,0.25,12,0.9,0.2105,1.0,3,0,0,0,0,0,0,0,0
34,0,0,1,1,70.5882,0,0,0.1765,26,0.5,0.1515,1.0,2,0,0,0,0,0,0,0,0
53,0,0,2,0,88.6792,0,0,0.1698,25,0.5,0.0577,1.0,2,0,0,0,0,0,0,0,0
27,0,0,1,1,62.963,0,0,0.1852,19,0.95,0.1538,1.0,3,0,0,0,0,0,0,0,0
53,0,0,1,0,75.4717,0,0,0.0943,46,0.95,0.0385,1.0,3,0,0,0,0,0,0,0,0
20,0,0,1,1,55.0,0,0,0.25,12,0.5,0.2105,1.0,2,0,0,0,1,0,1,0,1
24,0,0,1,1,58.3333,0,0,0.2083,16,0.95,0.1739,1.0,3,0,0,0,0,0,0,0,0
22,0,0,1,1,59.0909,0,0,0.2273,14,0.95,0.1905,1.0,3,0,0,1,8,0,1,1,1
20,0,0,1,1,70.0,0,0,0.25,12,0.5,0.2105,1.0,2,0,0,0,1017,0,1,0,1
19,0,0,1,0,47.3684,0,0,0.2632,12,0.95,0.2222,1.0,3,0,0,0,0,0,0,0,0
20,0,0,1,1,70.0,0,0,0.25,12,0.9,0.2105,1.0,3,0,0,0,0,0,0,0,0
25,0,0,1,0,52.0,0,0,0.2,18,0.95,0.2083,1.0,3,0,0,0,0,0,0,0,0
44,0,0,0,1,88.6364,0,0,0.1364,26,0.95,0.0465,1.0,3,0,0,0,0,0,0,0,0
24,0,0,1,0,70.8333,0,0,0.2083,17,0.95,0.1739,1.0,3,0,0,0,0,0,0,0,0
23,0,0,1,1,56.5217,0,0,0.2174,15,0.95,0.1818,1.0,3,0,0,0,0,0,0,0,0
34,0,0,1,1,79.4118,0,0,0.1765,25,0.35,0.0606,1.0,4,0,0,0,0,0,0,0,0
30,0,0,1,1,70.0,0,0,0.1667,22,0.95,0.1379,1.0,3,0,0,0,0,0,0,0,0
33,0,0,1,1,78.7879,0,0,0.1515,25,0.9,0.125,1.0,3,0,0,0,0,0,0,0,0
21,0,0,1,0,76.1905,0,0,0.2381,14,0.95,0.2,1.0,3,0,0,0,0,0,0,0,0
27,0,0,1,1,59.2593,0,0,0.1852,19,0.95,0.1538,1.0,3,0,0,0,0,0,0,0,0
30,0,0,1,1,80.0,0,0,0.1667,22,0.95,0.1379,1.0,3,0,0,0,0,0,0,0,0
93,0,0,1,1,92.4731,0,0,0.0753,20,0.5,0.0326,1.0,5,0,0,0,0,0,0,0,0
111,0,0,2,1,93.6937,1,1,0.0901,74,0.5,0.0545,1.0,4,0,0,0,0,0,0,0,0
35,0,0,1,0,74.2857,0,0,0.1714,27,0.9,0.0882,1.0,2,0,0,0,0,0,0,0,0
46,0,0,1,0,71.7391,0,0,0.1739,38,0.5,0.0889,1.0,3,0,0,0,0,0,0,0,0
43,0,0,1,0,74.4186,0,0,0.186,35,0.5,0.0476,1.0,3,0,0,0,0,0,0,0,0
32,0,0,2,1,71.875,0,0,0.1875,24,0.98,0.129,1.0,3,0,0,0,0,0,1,0,1
27,0,0,1,0,55.5556,0,0,0.2222,20,0.95,0.1923,1.0,3,0,0,0,0,0,0,0,0
27,0,0,0,1,66.6667,0,0,0.2593,18,0.95,0.0769,1.0,3,0,0,0,0,0,0,0,0
207,0,0,3,0,97.1014,5,2,0.1643,52,0.3,0.0194,0.9758,3,0,0,0,0,0,0,0,0
67,0,0,0,0,88.0597,0,0,0.1791,29,0.5,0.1667,1.0,8,0,0,0,0,0,0,0,0
61,0,0,2,1,88.5246,0,0,0.2295,44,0.95,0.05,1.0,3,0,0,0,0,0,0,0,0
19,0,0,0,1,68.4211,0,0,0.2632,10,0.95,0.1111,1.0,3,0,0,0,1,0,0,0,0
32,0,0,1,0,78.125,0,0,0.1562,25,0.5,0.129,1.0,2,0,0,0,0,0,0,0,0
22,0,0,1,0,68.1818,0,0,0.2273,15,0.95,0.1905,1.0,3,1,0,0,0,0,0,0,0
27,0,0,1,1,74.0741,0,0,0.1852,19,0.95,0.2308,1.0,3,1,0,0,100,0,1,0,1
23,0,0,2,0,65.2174,0,0,0.2609,16,0.5,0.1818,1.0,2,0,0,0,0,0,0,0,0
30,0,0,1,1,50.0,0,0,0.2333,21,0.5,0.1034,1.0,3,0,0,0,0,0,0,0,0
47,0,0,1,1,78.7234,0,0,0.2128,38,0.5,0.1087,1.0,3,0,0,0,0,0,0,0,0
18,0,0,0,0,50.0,0,0,0.2222,11,0.95,0.1176,1.0,3,0,0,0,0,0,0,0,0
45,0,0,2,1,88.8889,0,0,0.1556,36,0.8,0.0909,1.0,2,0,0,0,0,0,0,0,0
26,0,0,1,1,65.3846,0,0,0.1923,18,0.9,0.16,1.0,3,0,0,0,2,0,0,0,0
24,0,0,2,1,54.1667,0,0,0.25,16,0.98,0.1739,1.0,3,1,0,0,2,0,1,0,1
29,0,0,1,1,62.069,0,0,0.1724,21,0.95,0.1429,1.0,3,0,0,1,69,0,1,0,1
22,0,0,2,1,63.6364,0,0,0.2727,14,0.9,0.1905,1.0,2,0,0,0,0,0,0,0,0
25,0,0,1,1,64.0,0,0,0.2,17,0.95,0.2083,1.0,3,0,0,0,0,0,0,0,0
41,0,0,1,1,73.1707,0,0,0.1951,33,0.5,0.1,1.0,3,0,0,0,0,0,0,0,0
32,0,0,1,1,75.0,0,0,0.2188,14,0.5,0.0645,1.0,2,0,0,0,0,0,0,0,0
32,0,0,1,1,81.25,0,0,0.1562,24,0.95,0.1935,1.0,3,0,0,0,22,0,1,0,1
33,0,0,1,1,57.5758,0,0,0.2121,24,0.95,0.125,1.0,3,0,0,0,0,0,0,0,0
117,0,1,0,0,92.3077,0,0,0.1795,11,0.95,0.0776,0.9829,3,0,0,0,0,0,0,0,0
23,0,0,1,1,52.1739,0,0,0.2609,15,0.95,0.1818,1.0,3,0,0,0,0,0,0,0,0
29,0,0,1,0,65.5172,0,0,0.2069,22,0.55,0.1429,1.0,4,0,0,0,0,0,1,0,0
31,0,0,1,1,61.2903,0,0,0.1613,23,0.95,0.1333,1.0,3,1,0,0,1,0,1,0,1
26,0,0,2,0,73.0769,0,0,0.2308,19,0.85,0.16,1.0,3,0,0,0,0,0,0,0,0
33,0,0,2,1,75.7576,0,0,0.1818,25,0.5,0.125,1.0,2,0,0,0,0,0,0,0,0
